epoch: train_acc1 train_acc2 test_acc1 test_acc2 pure_ratio1 pure_ratio2
0: 0 0 0 0 0 0
1: 26.805555555555557 29.444444444444443 37.1875 48.75 50.681003584229366 50.752688172043
2: 32.673611111111114 32.083333333333336 66.25 48.125 51.22040072859744 51.07468123861567
3: 33.15972222222222 32.638888888888886 61.25 61.875 52.994350282485875 53.032015065913384
4: 33.78472222222222 33.125 64.6875 61.25 53.33333333333332 53.218390804597696
5: 35.520833333333336 33.15972222222222 69.0625 64.0625 54.60317460317461 54.52380952380953
6: 35.55555555555556 34.513888888888886 69.0625 65.3125 55.030303030303024 54.70707070707069
7: 36.354166666666664 36.21527777777778 69.0625 68.75 56.13168724279837 56.09053497942389
8: 36.145833333333336 35.729166666666664 69.6875 71.25 57.051282051282044 57.43589743589743
9: 35.86805555555556 36.5625 70.0 71.5625 58.34422657952069 57.95206971677559
10: 36.701388888888886 35.729166666666664 67.1875 68.4375 57.908496732026165 57.7777777777778
11: 36.25 36.423611111111114 70.625 67.1875 58.562091503267965 58.387799564270175
12: 37.43055555555556 37.15277777777778 70.0 69.375 57.51633986928106 57.64705882352942
13: 37.22222222222222 37.395833333333336 67.8125 67.1875 58.562091503267986 58.562091503267986
14: 36.701388888888886 37.291666666666664 67.5 63.75 58.86710239651416 58.69281045751634
15: 37.604166666666664 37.53472222222222 72.1875 73.4375 58.16993464052288 58.51851851851852
16: 36.770833333333336 37.083333333333336 70.625 71.25 58.43137254901962 58.474945533769066
17: 37.74305555555556 37.77777777777778 70.625 65.9375 58.954248366013076 58.77995642701525
18: 37.708333333333336 37.395833333333336 73.75 73.4375 58.30065359477126 58.300653594771234
19: 38.020833333333336 37.708333333333336 69.6875 67.1875 58.8235294117647 58.86710239651417
20: 37.326388888888886 37.951388888888886 64.6875 63.125 58.518518518518505 58.4313725490196
21: 38.09027777777778 37.708333333333336 74.375 69.0625 58.73638344226581 58.30065359477125
22: 38.263888888888886 37.84722222222222 74.6875 74.6875 58.779956427015236 58.95424836601306
23: 37.951388888888886 37.56944444444444 74.6875 74.6875 58.474945533769024 58.51851851851848
24: 37.56944444444444 37.43055555555556 73.125 71.875 58.99782135076254 58.91067538126363
25: 37.84722222222222 38.229166666666664 71.5625 72.5 58.73638344226579 58.77995642701525
26: 38.4375 38.541666666666664 74.375 73.4375 58.387799564270175 58.082788671023984
27: 37.8125 38.576388888888886 66.875 66.875 58.4313725490196 58.126361655773415
28: 37.5 37.986111111111114 70.3125 75.3125 58.431372549019606 58.38779956427016
29: 38.78472222222222 38.923611111111114 69.6875 70.9375 58.605664488017425 58.38779956427015
30: 38.958333333333336 38.40277777777778 70.0 72.1875 58.21350762527235 58.34422657952071
31: 38.958333333333336 38.888888888888886 72.1875 69.6875 58.86710239651415 58.823529411764696
32: 38.125 38.68055555555556 73.125 74.0625 59.04139433551199 58.82352941176472
33: 38.541666666666664 38.229166666666664 71.25 69.0625 58.954248366013076 59.084967320261434
34: 38.333333333333336 38.645833333333336 74.375 72.1875 58.51851851851851 58.64923747276688
35: 38.333333333333336 38.71527777777778 69.375 70.3125 58.21350762527234 58.3442265795207
36: 38.541666666666664 38.68055555555556 73.125 72.8125 59.21568627450979 59.04139433551197
37: 38.47222222222222 39.236111111111114 73.4375 73.125 58.99782135076252 59.08496732026145
38: 38.40277777777778 38.298611111111114 70.3125 69.6875 58.910675381263616 58.99782135076253
39: 38.645833333333336 39.09722222222222 72.8125 71.5625 58.605664488017425 58.474945533769066
40: 38.36805555555556 38.541666666666664 74.6875 71.5625 59.25925925925925 58.910675381263616
41: 38.923611111111114 38.50694444444444 73.125 73.4375 59.47712418300656 59.34640522875818
42: 38.229166666666664 38.09027777777778 75.625 68.125 58.95424836601306 58.99782135076252
43: 38.36805555555556 38.645833333333336 71.5625 68.125 58.474945533769066 58.69281045751634
44: 38.645833333333336 38.75 71.25 72.8125 58.99782135076256 59.041394335511995
45: 38.576388888888886 38.854166666666664 75.3125 73.4375 58.77995642701526 58.8235294117647
46: 38.4375 38.576388888888886 72.8125 66.875 59.34640522875815 59.389978213507604
47: 37.986111111111114 38.263888888888886 68.4375 72.5 59.30283224400871 59.17211328976035
48: 38.50694444444444 39.09722222222222 71.875 69.375 58.77995642701526 58.73638344226581
49: 38.99305555555556 38.78472222222222 74.375 72.5 59.259259259259274 58.99782135076255
50: 39.583333333333336 39.548611111111114 69.0625 72.8125 59.12854030501091 59.30283224400872
51: 38.541666666666664 38.78472222222222 72.5 72.1875 58.82352941176468 58.64923747276687
52: 39.201388888888886 38.71527777777778 74.0625 70.625 59.08496732026142 58.95424836601306
53: 38.645833333333336 38.298611111111114 71.875 72.1875 58.95424836601308 58.91067538126361
54: 39.826388888888886 39.61805555555556 70.9375 71.5625 59.12854030501089 59.17211328976033
55: 38.99305555555556 38.611111111111114 71.25 71.25 59.08496732026144 59.21568627450981
56: 38.36805555555556 38.71527777777778 73.125 73.4375 58.73638344226577 58.82352941176468
57: 38.40277777777778 38.263888888888886 75.625 70.625 59.04139433551197 58.77995642701525
58: 39.166666666666664 39.02777777777778 72.1875 72.5 59.43355119825705 59.25925925925924
59: 38.50694444444444 38.611111111111114 71.25 70.9375 59.21568627450982 59.30283224400872
60: 38.888888888888886 38.47222222222222 72.8125 75.625 59.69498910675383 59.43355119825708
61: 38.645833333333336 38.645833333333336 72.1875 72.5 59.56427015250546 59.389978213507646
62: 38.923611111111114 38.958333333333336 74.6875 73.125 59.52069716775599 59.520697167756005
63: 38.78472222222222 39.02777777777778 72.8125 73.4375 59.34640522875816 59.04139433551199
64: 39.40972222222222 38.99305555555556 71.25 74.6875 59.477124183006545 59.389978213507625
65: 39.375 38.68055555555556 70.3125 72.8125 59.389978213507604 59.433551198257064
66: 38.68055555555556 39.40972222222222 72.8125 73.75 59.477124183006524 59.52069716775598
67: 39.40972222222222 38.81944444444444 74.375 72.5 59.38997821350761 59.52069716775597
68: 38.99305555555556 39.61805555555556 69.6875 70.9375 59.172113289760354 59.302832244008705
69: 38.854166666666664 39.0625 69.375 68.4375 59.564270152505415 59.433551198257064
70: 39.479166666666664 39.09722222222222 73.125 71.875 59.6078431372549 59.52069716775599
71: 38.958333333333336 39.40972222222222 71.875 71.5625 59.30283224400871 59.12854030501089
72: 39.236111111111114 39.02777777777778 71.875 71.875 59.30283224400871 59.52069716775597
73: 39.30555555555556 39.13194444444444 70.0 69.6875 59.477124183006524 59.389978213507625
74: 38.888888888888886 38.71527777777778 70.625 71.5625 59.259259259259274 59.477124183006524
75: 39.166666666666664 38.19444444444444 72.1875 72.5 59.6078431372549 59.73856209150326
76: 39.30555555555556 39.479166666666664 70.0 72.5 60.17429193899781 60.04357298474945
77: 39.375 38.888888888888886 72.8125 68.75 59.73856209150328 59.65141612200437
78: 39.895833333333336 39.13194444444444 73.75 73.125 59.43355119825709 59.52069716775599
79: 38.99305555555556 39.270833333333336 72.1875 72.1875 59.34640522875818 59.43355119825709
80: 39.65277777777778 39.861111111111114 70.9375 72.1875 59.607843137254875 59.43355119825707
81: 39.61805555555556 39.0625 71.875 71.25 58.99782135076253 59.17211328976035
82: 38.78472222222222 39.34027777777778 70.9375 71.25 59.30283224400871 59.30283224400872
83: 39.93055555555556 39.61805555555556 70.625 73.4375 59.56427015250545 59.694989106753816
84: 39.826388888888886 39.375 72.5 72.8125 59.65141612200435 59.564270152505436
85: 38.541666666666664 39.479166666666664 72.5 75.0 59.65141612200434 59.564270152505436
86: 39.861111111111114 40.03472222222222 71.5625 70.625 59.08496732026145 59.21568627450982
87: 39.479166666666664 39.548611111111114 73.75 72.8125 59.477124183006524 59.86928104575164
88: 39.96527777777778 39.6875 71.875 73.125 59.738562091503255 59.69498910675379
89: 40.06944444444444 39.6875 72.5 73.125 59.564270152505415 59.43355119825707
90: 39.375 39.166666666666664 70.625 71.5625 59.56427015250545 59.47712418300654
91: 40.138888888888886 40.24305555555556 68.125 72.1875 59.78213507625273 59.65141612200436
92: 39.826388888888886 40.486111111111114 70.9375 70.0 59.520697167756005 59.56427015250546
93: 39.72222222222222 39.270833333333336 73.4375 74.6875 59.78213507625273 59.607843137254896
94: 39.75694444444444 39.40972222222222 71.25 72.1875 60.04357298474944 60.087145969498906
95: 39.895833333333336 39.583333333333336 72.5 71.875 59.607843137254896 59.607843137254896
96: 38.888888888888886 40.208333333333336 70.625 70.625 59.56427015250546 59.78213507625274
97: 39.826388888888886 39.72222222222222 70.9375 70.625 60.17429193899781 59.99999999999999
98: 39.583333333333336 39.6875 71.875 71.5625 59.738562091503276 59.73856209150326
99: 40.27777777777778 39.826388888888886 71.875 69.375 59.694989106753795 59.78213507625272
100: 39.65277777777778 39.513888888888886 72.5 71.875 59.738562091503276 59.6078431372549
101: 39.201388888888886 39.583333333333336 72.1875 72.1875 59.38997821350763 59.56427015250545
102: 40.34722222222222 39.6875 71.25 75.0 59.738562091503255 59.47712418300652
103: 40.208333333333336 39.72222222222222 70.9375 71.875 59.21568627450976 59.259259259259224
104: 39.72222222222222 40.729166666666664 72.1875 72.8125 59.738562091503276 59.95642701525056
105: 40.34722222222222 40.59027777777778 71.25 70.0 59.65141612200434 59.738562091503255
106: 39.93055555555556 40.34722222222222 73.125 72.1875 59.869281045751634 59.78213507625272
