epoch: train_acc1 train_acc2 test_acc1 test_acc2 pure_ratio1 pure_ratio2
0: 0 0 0 0 0 0
1: 38.19444444444444 36.354166666666664 33.75 42.1875 59.6057347670251 59.56989247311829
2: 43.36805555555556 42.5 66.875 53.75 60.03642987249545 59.9271402550091
3: 43.263888888888886 43.15972222222222 67.1875 64.6875 59.39736346516007 59.66101694915254
4: 43.78472222222222 44.375 62.1875 71.25 59.65517241379312 59.69348659003832
5: 44.0625 44.270833333333336 63.75 65.625 58.80952380952381 58.92857142857143
6: 45.520833333333336 44.75694444444444 70.3125 69.6875 59.39393939393941 59.3939393939394
7: 44.826388888888886 46.145833333333336 63.75 59.0625 59.75308641975309 59.58847736625517
8: 45.9375 45.173611111111114 71.875 70.625 58.71794871794872 58.93162393162392
9: 45.520833333333336 45.34722222222222 70.625 62.5 59.3899782135076 59.47712418300652
10: 45.798611111111114 46.18055555555556 60.0 61.875 58.736383442265804 58.954248366013076
11: 45.34722222222222 44.72222222222222 72.1875 50.9375 58.8235294117647 58.99782135076254
12: 46.145833333333336 46.90972222222222 72.5 73.4375 59.52069716775598 59.60784313725488
13: 46.18055555555556 46.18055555555556 72.1875 74.375 59.04139433551197 59.2156862745098
14: 46.423611111111114 46.458333333333336 70.3125 72.8125 59.56427015250546 59.520697167756005
15: 46.354166666666664 46.145833333333336 62.1875 59.375 59.346405228758165 59.346405228758165
16: 46.00694444444444 46.25 72.5 75.0 59.69498910675379 59.82570806100217
17: 46.52777777777778 46.423611111111114 70.0 75.0 59.302832244008734 59.389978213507646
18: 46.63194444444444 46.52777777777778 70.9375 61.5625 59.30283224400872 59.30283224400872
19: 46.59722222222222 46.354166666666664 74.375 72.1875 59.43355119825709 59.477124183006524
20: 47.291666666666664 47.1875 75.0 75.625 59.38997821350763 59.477124183006545
21: 47.048611111111114 46.736111111111114 74.375 75.625 59.825708061002175 59.95642701525053
22: 46.701388888888886 46.52777777777778 64.0625 72.8125 59.43355119825708 59.825708061002175
23: 46.736111111111114 46.52777777777778 74.0625 76.25 59.6078431372549 59.520697167756005
24: 46.423611111111114 46.21527777777778 72.8125 71.875 59.2156862745098 59.21568627450979
25: 46.5625 46.94444444444444 38.125 31.5625 59.520697167756005 59.25925925925927
26: 45.798611111111114 46.18055555555556 72.5 74.0625 59.47712418300654 59.60784313725492
27: 47.53472222222222 47.22222222222222 74.0625 73.75 59.477124183006545 59.607843137254925
28: 47.083333333333336 47.25694444444444 74.6875 66.875 59.56427015250545 59.34640522875818
29: 47.013888888888886 46.59722222222222 65.3125 73.4375 59.128540305010915 59.17211328976036
30: 46.25 47.22222222222222 72.1875 72.8125 59.12854030501089 59.389978213507625
31: 46.84027777777778 46.18055555555556 75.9375 74.375 59.56427015250543 59.564270152505415
32: 46.49305555555556 47.15277777777778 75.9375 74.6875 59.43355119825709 59.56427015250545
33: 46.875 46.52777777777778 59.375 65.625 59.21568627450982 59.520697167756005
34: 47.5 47.88194444444444 75.0 73.4375 59.302832244008734 59.52069716775601
35: 47.11805555555556 47.1875 75.625 75.9375 59.73856209150326 59.65141612200435
36: 47.083333333333336 47.083333333333336 71.875 75.0 59.56427015250546 59.477124183006545
37: 47.22222222222222 46.5625 63.125 69.6875 59.738562091503276 59.346405228758165
38: 47.1875 47.083333333333336 60.9375 69.375 59.738562091503276 59.738562091503255
39: 47.46527777777778 46.59722222222222 75.625 75.0 59.52069716775599 59.825708061002196
40: 47.048611111111114 47.291666666666664 73.75 69.0625 60.26143790849671 60.30501089324617
41: 47.291666666666664 47.013888888888886 73.75 75.3125 59.47712418300652 59.60784313725488
42: 47.56944444444444 47.395833333333336 75.0 75.625 59.912854030501094 59.82570806100219
43: 46.979166666666664 46.458333333333336 75.0 75.3125 59.694989106753816 59.73856209150328
44: 46.94444444444444 47.15277777777778 75.0 75.0 59.738562091503276 59.869281045751634
45: 47.56944444444444 47.1875 75.9375 75.625 59.738562091503276 59.694989106753795
46: 47.048611111111114 46.94444444444444 65.9375 72.1875 60.130718954248366 59.82570806100219
47: 47.083333333333336 46.84027777777778 74.375 74.0625 60.04357298474947 59.912854030501094
48: 47.53472222222222 47.22222222222222 71.25 71.25 59.86928104575164 60.0
49: 47.708333333333336 47.708333333333336 74.6875 73.75 60.087145969498906 60.261437908496724
50: 46.979166666666664 47.013888888888886 73.75 71.875 59.86928104575162 60.04357298474945
51: 46.80555555555556 46.80555555555556 65.3125 75.3125 59.912854030501094 59.82570806100219
52: 46.875 46.770833333333336 61.875 66.875 59.912854030501094 59.78213507625274
53: 47.11805555555556 46.979166666666664 70.3125 75.9375 59.43355119825708 59.389978213507625
54: 47.395833333333336 47.013888888888886 74.0625 73.125 59.65141612200436 59.38997821350763
55: 46.770833333333336 47.22222222222222 73.125 73.75 59.73856209150326 59.56427015250545
56: 46.84027777777778 46.875 75.0 74.375 59.65141612200436 59.738562091503276
57: 47.361111111111114 47.25694444444444 74.6875 75.3125 59.73856209150328 59.60784313725492
58: 47.083333333333336 47.11805555555556 72.1875 73.4375 60.08714596949892 60.21786492374727
59: 46.49305555555556 46.84027777777778 74.6875 74.375 59.56427015250545 59.78213507625272
60: 47.083333333333336 47.22222222222222 72.8125 72.1875 59.69498910675377 59.607843137254875
61: 47.25694444444444 47.326388888888886 71.875 70.3125 59.956427015250554 59.825708061002196
62: 47.291666666666664 47.8125 73.125 73.75 59.56427015250546 59.69498910675383
63: 46.701388888888886 47.15277777777778 76.25 73.4375 60.00000000000001 59.78213507625273
64: 47.43055555555556 47.673611111111114 71.5625 66.875 59.86928104575164 59.78213507625273
65: 48.125 48.020833333333336 71.5625 73.75 60.087145969498934 60.21786492374729
66: 47.638888888888886 47.74305555555556 70.3125 73.125 60.43572984749455 60.3921568627451
67: 47.53472222222222 47.8125 65.9375 69.375 60.0 59.91285403050109
68: 47.083333333333336 47.048611111111114 71.875 74.0625 60.26143790849672 60.26143790849674
69: 47.083333333333336 46.59722222222222 71.5625 73.75 59.91285403050108 59.86928104575161
70: 47.326388888888886 47.88194444444444 71.875 72.1875 59.869281045751634 60.0
71: 47.1875 47.11805555555556 67.1875 55.625 60.087145969498906 60.130718954248366
72: 46.701388888888886 46.111111111111114 70.3125 74.0625 59.43355119825707 59.38997821350761
73: 47.326388888888886 47.361111111111114 68.75 69.0625 59.6078431372549 59.78213507625273
74: 47.25694444444444 47.1875 71.875 66.5625 59.95642701525053 60.04357298474944
75: 47.88194444444444 47.708333333333336 71.25 71.875 60.04357298474945 60.00000000000001
76: 48.15972222222222 46.875 75.0 72.8125 59.86928104575161 60.08714596949889
77: 47.708333333333336 47.5 74.375 72.1875 59.99999999999999 60.04357298474944
78: 47.11805555555556 47.361111111111114 73.125 67.8125 60.043572984749446 60.174291938997804
79: 47.708333333333336 47.5 74.375 68.4375 60.13071895424838 59.694989106753816
