epoch: train_acc1 train_acc2 test_acc1 test_acc2 pure_ratio1 pure_ratio2
0: 0 0 0 0 0 0
1: 55.208333333333336 55.208333333333336 37.5 40.625 81.72043010752688 82.79569892473118
2: 61.979166666666664 59.895833333333336 40.625 37.5 86.66666666666667 85.55555555555556
3: 67.70833333333333 64.58333333333333 46.875 37.5 83.9080459770115 84.48275862068965
4: 64.0625 64.0625 50.0 37.5 84.48275862068965 85.63218390804597
5: 65.10416666666667 62.5 46.875 50.0 85.1190476190476 86.30952380952381
6: 65.10416666666667 64.0625 62.5 68.75 88.27160493827161 90.12345679012346
7: 65.10416666666667 65.625 68.75 62.5 87.65432098765432 86.41975308641975
8: 66.66666666666667 65.625 68.75 62.5 89.1025641025641 88.46153846153845
9: 68.22916666666667 69.79166666666667 59.375 65.625 88.66666666666667 90.0
10: 67.1875 67.1875 62.5 65.625 85.33333333333333 86.0
11: 67.70833333333333 66.66666666666667 65.625 75.0 86.0 85.33333333333333
12: 71.875 68.22916666666667 75.0 68.75 86.66666666666667 86.66666666666667
13: 67.70833333333333 67.1875 84.375 62.5 88.0 88.0
14: 69.79166666666667 69.27083333333333 65.625 62.5 88.0 88.0
15: 69.27083333333333 70.83333333333333 68.75 68.75 87.33333333333333 88.0
16: 70.3125 68.75 65.625 71.875 89.33333333333333 88.0
17: 66.66666666666667 66.14583333333333 75.0 71.875 88.66666666666667 89.33333333333333
18: 70.3125 73.95833333333333 75.0 71.875 90.0 88.66666666666667
19: 71.875 68.75 75.0 75.0 90.0 90.0
20: 70.3125 68.75 75.0 81.25 89.33333333333333 90.0
21: 68.75 66.14583333333333 68.75 68.75 90.0 90.0
22: 71.35416666666667 67.70833333333333 59.375 65.625 88.0 88.66666666666667
23: 68.22916666666667 65.625 71.875 75.0 87.33333333333333 86.0
24: 70.83333333333333 72.39583333333333 81.25 75.0 88.66666666666667 89.33333333333333
25: 72.39583333333333 70.83333333333333 78.125 87.5 88.66666666666667 90.0
26: 69.27083333333333 69.79166666666667 84.375 81.25 91.33333333333333 87.33333333333333
27: 72.91666666666667 71.35416666666667 75.0 75.0 90.66666666666667 91.33333333333333
28: 70.83333333333333 69.79166666666667 71.875 71.875 88.66666666666667 88.66666666666667
29: 67.1875 68.75 78.125 71.875 89.33333333333333 91.33333333333333
30: 69.27083333333333 66.14583333333333 90.625 75.0 88.66666666666667 91.33333333333333
31: 70.83333333333333 71.35416666666667 75.0 78.125 91.33333333333333 92.0
32: 71.875 75.0 84.375 68.75 90.0 90.0
33: 72.39583333333333 73.95833333333333 75.0 68.75 91.33333333333333 90.0
34: 72.39583333333333 74.47916666666667 75.0 75.0 90.0 90.66666666666667
35: 70.83333333333333 69.79166666666667 81.25 75.0 88.0 89.33333333333333
36: 71.35416666666667 72.91666666666667 87.5 78.125 88.66666666666667 91.33333333333333
37: 73.4375 73.4375 75.0 75.0 90.0 89.33333333333333
38: 69.27083333333333 65.625 81.25 75.0 88.66666666666667 88.0
39: 72.91666666666667 72.39583333333333 78.125 84.375 92.0 88.66666666666667
40: 70.3125 67.70833333333333 62.5 78.125 87.33333333333333 88.66666666666667
41: 70.3125 70.83333333333333 71.875 78.125 89.33333333333333 90.0
42: 69.27083333333333 68.75 84.375 84.375 90.0 88.66666666666667
43: 71.875 72.39583333333333 62.5 81.25 88.66666666666667 90.0
44: 73.4375 73.4375 84.375 84.375 90.0 90.66666666666667
45: 68.75 72.39583333333333 81.25 78.125 91.33333333333333 90.0
46: 71.875 70.83333333333333 75.0 78.125 88.0 88.0
47: 72.91666666666667 73.95833333333333 81.25 75.0 89.33333333333333 90.0
48: 71.35416666666667 69.79166666666667 78.125 71.875 89.33333333333333 88.66666666666667
49: 74.47916666666667 72.39583333333333 68.75 75.0 89.33333333333333 90.0
50: 75.0 73.4375 78.125 81.25 90.0 90.66666666666667
51: 70.3125 73.95833333333333 81.25 68.75 87.33333333333333 88.0
52: 73.4375 74.47916666666667 84.375 78.125 90.0 90.0
53: 72.91666666666667 73.95833333333333 75.0 78.125 90.66666666666667 90.66666666666667
54: 73.4375 72.91666666666667 81.25 75.0 88.66666666666667 88.66666666666667
55: 71.875 71.35416666666667 81.25 78.125 89.33333333333333 88.66666666666667
56: 74.47916666666667 70.83333333333333 81.25 75.0 90.0 89.33333333333333
57: 76.5625 72.39583333333333 75.0 68.75 90.66666666666667 90.66666666666667
58: 74.47916666666667 75.52083333333333 75.0 75.0 89.33333333333333 90.0
59: 75.52083333333333 74.47916666666667 78.125 78.125 89.33333333333333 88.0
60: 73.95833333333333 73.4375 84.375 75.0 88.66666666666667 89.33333333333333
61: 71.875 71.875 84.375 75.0 90.0 88.66666666666667
62: 72.91666666666667 69.27083333333333 87.5 84.375 90.0 88.66666666666667
63: 72.39583333333333 71.875 81.25 65.625 88.0 90.0
64: 75.52083333333333 74.47916666666667 84.375 75.0 90.0 89.33333333333333
65: 73.4375 73.95833333333333 75.0 75.0 90.0 89.33333333333333
